rewards,mean10_rewards
200.0,198.1
200.0,198.1
200.0,198.1
200.0,198.1
200.0,198.1
200.0,198.1
190.0,197.1
200.0,197.1
200.0,197.1
181.5,196.15
200.0,196.15
200.0,196.15
200.0,196.15
119.5,188.1
200.0,188.1
200.0,188.1
200.0,189.1
200.0,189.1
200.0,189.1
200.0,190.95
168.5,187.8
200.0,187.8
200.0,187.8
200.0,195.85
200.0,195.85
200.0,195.85
200.0,195.85
200.0,195.85
137.5,189.6
200.0,189.6
200.0,192.75
140.5,186.8
200.0,186.8
200.0,186.8
200.0,186.8
200.0,186.8
200.0,186.8
200.0,186.8
200.0,193.05
137.0,186.75
200.0,186.75
200.0,192.7
200.0,192.7
200.0,192.7
200.0,192.7
200.0,192.7
163.5,189.05
200.0,189.05
200.0,189.05
200.0,195.35
188.0,194.15
200.0,194.15
200.0,194.15
200.0,194.15
200.0,194.15
184.0,192.55
183.0,194.5
200.0,194.5
144.5,188.95
200.0,188.95
200.0,190.15
200.0,190.15
200.0,190.15
184.5,188.6
200.0,188.6
200.0,190.2
200.0,191.9
117.5,183.64999999999998
200.0,189.2
193.5,188.55
200.0,188.55
200.0,188.55
200.0,188.55
195.0,189.60000000000002
200.0,189.60000000000002
161.0,185.7
200.0,185.7
200.0,193.95
200.0,193.95
200.0,194.6
200.0,194.6
200.0,194.6
200.0,194.6
200.0,195.1
200.0,195.1
162.0,195.2
200.0,195.2
146.0,189.8
200.0,189.8
195.5,189.35
200.0,189.35
187.0,188.05
200.0,188.05
200.0,188.05
200.0,188.05
200.0,191.85
200.0,191.85
200.0,197.25
188.0,196.05
200.0,196.5
199.0,196.4
200.0,197.7
200.0,197.7
200.0,197.7
163.0,194.0
200.0,194.0
200.0,194.0
200.0,194.0
200.0,195.2
200.0,195.2
200.0,195.3
200.0,195.3
200.0,195.3
200.0,195.3
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
136.5,192.65
163.0,188.95
200.0,188.95
200.0,188.95
200.0,188.95
200.0,188.95
200.0,188.95
189.0,187.85
200.0,187.85
200.0,187.85
183.5,192.55
200.0,196.25
157.5,192.0
200.0,192.0
200.0,192.0
200.0,192.0
200.0,192.0
200.0,193.1
200.0,193.1
132.0,186.3
200.0,187.95
200.0,187.95
200.0,192.2
200.0,192.2
200.0,192.2
200.0,192.2
200.0,192.2
200.0,192.2
200.0,192.2
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
178.0,196.8
200.0,196.8
200.0,196.8
200.0,196.8
200.0,196.8
192.5,196.05
200.0,196.05
200.0,196.05
200.0,196.05
200.0,196.05
200.0,198.25
200.0,198.25
193.0,197.55
200.0,197.55
200.0,197.55
200.0,198.3
200.0,198.3
200.0,198.3
200.0,198.3
200.0,198.3
200.0,198.3
200.0,198.3
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
183.0,197.3
200.0,197.3
200.0,197.3
185.5,195.85
200.0,195.85
169.0,192.75
194.0,192.14999999999998
200.0,192.14999999999998
199.0,192.05
200.0,192.05
200.0,193.75
171.5,190.9
200.0,190.9
200.0,192.35000000000002
184.0,190.75
200.0,193.85
200.0,194.45
200.0,194.45
200.0,194.55
163.0,190.85
200.0,190.85
199.5,193.65
200.0,193.65
200.0,193.65
189.0,194.15
191.5,193.3
200.0,193.3
200.0,193.3
200.0,193.3
200.0,197.0
200.0,197.0
200.0,197.05
