rewards,mean10_rewards
172.5,136.8
111.0,142.45
169.0,145.75
129.0,143.35000000000002
138.0,147.95
147.5,147.55
85.0,143.7
147.5,139.5
200.0,146.05
180.5,147.0
151.5,144.89999999999998
172.0,151.0
131.0,147.2
172.0,151.5
136.5,151.35000000000002
143.0,150.9
160.0,158.39999999999998
198.5,163.5
136.0,157.1
128.5,151.89999999999998
164.0,153.14999999999998
200.0,155.95
165.0,159.35
183.0,160.45
148.0,161.60000000000002
112.5,158.55
159.5,158.5
108.0,149.45
110.0,146.85
88.0,142.8
83.5,134.75
200.0,134.75
164.0,134.65
189.5,135.3
148.5,135.35
111.5,135.25
103.5,129.65
152.5,134.1
189.5,142.05
133.5,146.6
153.0,153.55
133.0,146.85000000000002
200.0,150.45
171.5,148.65
189.0,152.7
58.0,147.35
170.5,154.05
200.0,158.8
65.5,146.4
133.5,146.39999999999998
146.5,145.75
120.0,144.45
138.0,138.25
181.0,139.2
200.0,140.3
189.5,153.45
196.5,156.05
178.0,153.85
81.5,155.45
200.0,162.10000000000002
174.5,164.89999999999998
189.5,171.85
181.0,176.15
164.0,174.45
177.5,172.2
156.5,168.9
200.0,169.25
146.5,166.10000000000002
87.0,166.65
138.5,160.5
112.5,154.3
180.5,153.4
115.5,146.85
117.5,142.2
172.5,141.7
107.0,136.75
116.0,128.35
163.0,130.0
200.0,141.3
200.0,147.45
154.5,151.64999999999998
119.0,145.5
200.0,153.95
103.0,152.5
85.5,143.8
168.0,149.9
115.0,149.8
200.0,153.5
112.0,144.7
183.0,143.0
169.5,144.5
187.0,151.3
171.0,148.4
144.5,152.55
85.5,152.55
200.0,155.75
150.5,159.3
153.5,154.65
200.0,163.45
200.0,165.15
177.5,165.95
111.5,158.39999999999998
167.5,158.05
173.5,160.95
200.0,172.39999999999998
168.5,169.25
118.5,166.05
177.0,168.4
200.0,168.4
166.0,165.0
124.5,159.7
200.0,168.55
141.0,165.89999999999998
83.0,156.85000000000002
191.0,155.95
200.0,159.10000000000002
190.5,166.3
200.0,168.6
162.5,164.85000000000002
133.5,161.6
198.0,168.95
191.5,168.1
173.5,171.35
160.5,179.1
165.5,176.55
172.0,173.75
122.5,166.95
197.0,166.64999999999998
161.0,166.5
174.0,170.55
200.0,170.75
198.0,171.4
165.5,170.60000000000002
161.5,170.7
200.0,174.14999999999998
188.5,175.8
200.0,183.55
149.5,178.8
164.5,179.14999999999998
200.0,181.75
195.5,181.3
200.0,181.5
200.0,184.95
171.5,185.95
155.5,181.5
200.0,182.65
200.0,182.65
148.5,182.55
200.0,186.1
200.0,186.1
200.0,186.55
177.5,184.3
164.5,180.75
100.5,173.65
67.5,164.85
200.0,164.85
96.0,154.45
166.5,156.25
178.0,154.05
200.0,154.05
200.0,154.05
178.0,154.1
200.0,157.64999999999998
200.0,167.6
158.5,176.7
132.0,169.89999999999998
148.0,175.10000000000002
200.0,178.45
200.0,180.64999999999998
168.0,177.45
200.0,177.45
144.0,174.05
200.0,174.05
200.0,174.05
200.0,178.2
139.0,178.9
144.0,178.5
200.0,178.5
161.0,174.6
152.0,173.0
145.0,167.5
160.0,169.10000000000002
200.0,169.10000000000002
194.5,168.55
95.5,158.1
193.0,163.5
200.0,169.1
163.5,165.45
152.0,164.55
200.0,169.35
161.5,171.0
193.0,174.3
200.0,174.3
200.0,174.85
200.0,185.3
195.5,185.55
200.0,185.55
135.0,182.7
145.5,182.05
173.5,179.4
180.0,181.25
193.5,181.3
200.0,181.3
153.0,176.6
200.0,176.6
193.0,176.35000000000002
200.0,176.35000000000002
146.5,177.5
200.0,182.95
177.0,183.3
177.0,183.0
200.0,183.65
200.0,183.65
200.0,188.35
188.5,187.2
200.0,187.9
178.5,185.75
200.0,191.10000000000002
168.5,187.95
200.0,190.25
200.0,192.55
200.0,192.55
200.0,192.55
200.0,192.55
175.0,191.2
200.0,191.2
193.5,192.7
200.0,192.7
172.0,193.05
200.0,193.05
197.0,192.75
200.0,192.75
193.0,192.05
170.5,189.1
200.0,191.6
197.5,191.35
181.5,190.14999999999998
200.0,190.14999999999998
192.5,192.2
200.0,192.2
194.5,191.95
200.0,191.95
200.0,192.65
200.0,195.60000000000002
167.0,192.3
200.0,192.55
200.0,194.4
200.0,194.4
200.0,195.15
160.5,191.2
176.5,189.4
188.0,188.2
200.0,188.2
200.0,188.2
200.0,191.5
154.0,186.9
200.0,186.9
200.0,186.9
200.0,186.9
200.0,190.85000000000002
200.0,193.2
194.0,193.8
200.0,193.8
150.5,188.85
164.0,185.25
174.5,187.3
200.0,187.3
200.0,187.3
200.0,187.3
194.5,186.75
159.0,182.65
200.0,183.25
134.5,176.7
193.0,180.95
173.0,181.85000000000002
200.0,184.4
123.0,176.7
136.5,170.35
176.0,167.95
179.0,166.4
186.0,169.10000000000002
199.0,169.0
200.0,175.55
198.0,176.05
159.5,174.7
166.5,171.35000000000002
175.5,176.60000000000002
191.0,182.05
200.0,184.45
199.5,186.5
179.0,185.8
200.0,185.89999999999998
184.5,184.35
180.5,182.6
200.0,186.64999999999998
200.0,190.0
200.0,192.45
193.5,192.7
179.5,190.64999999999998
200.0,190.7
200.0,192.8
192.5,192.05
200.0,193.60000000000002
185.0,194.05
162.0,190.25
200.0,190.25
149.5,185.2
200.0,185.85000000000002
200.0,187.9
200.0,187.9
200.0,187.9
191.5,187.8
137.0,181.5
146.5,177.64999999999998
200.0,181.45
188.0,180.25
181.0,183.4
150.5,178.45
133.5,171.8
200.0,171.8
200.0,171.8
191.0,171.75
200.0,178.05
160.5,179.45
187.0,178.14999999999998
200.0,179.35000000000002
194.0,180.65
200.0,185.6
200.0,192.25
200.0,192.25
196.0,191.85
200.0,192.75
200.0,192.75
155.5,192.25
200.0,193.55
200.0,193.55
200.0,194.15
198.0,193.95
200.0,193.95
198.0,193.75
181.0,192.25
200.0,192.25
171.5,189.4
160.5,189.9
200.0,189.9
200.0,189.9
173.0,187.2
200.0,187.4
197.5,187.15
172.5,184.60000000000002
182.0,184.7
186.5,183.35000000000002
182.0,184.4
182.5,186.6
200.0,186.6
200.0,186.6
154.5,184.75
200.0,184.75
168.5,181.85
200.0,184.6
200.0,186.39999999999998
171.5,184.9
200.0,186.7
184.5,186.9
181.5,185.05
200.0,185.05
196.0,189.2
124.0,181.6
200.0,184.75
167.0,181.45
195.5,181.0
200.0,183.85
200.0,183.85
200.0,185.4
180.0,185.25
196.5,184.9
170.5,182.35000000000002
200.0,189.95
200.0,189.95
200.0,193.25
181.5,191.85
200.0,191.85
187.5,190.6
200.0,190.6
177.5,190.35
151.0,185.8
200.0,188.75
194.5,188.2
200.0,188.2
200.0,188.2
200.0,190.05
196.5,189.7
200.0,190.95
193.0,190.25
200.0,192.5
200.0,197.4
140.5,191.45
200.0,192.0
200.0,192.0
133.5,185.35000000000002
200.0,185.35000000000002
146.0,180.3
191.0,179.4
126.0,172.7
200.0,172.7
176.5,170.35000000000002
200.0,176.3
200.0,176.3
200.0,176.3
200.0,182.95
200.0,182.95
142.0,182.55
194.5,182.89999999999998
200.0,190.3
200.0,190.3
172.0,189.85000000000002
197.0,189.55
200.0,189.55
200.0,189.55
200.0,189.55
200.0,189.55
200.0,195.35000000000002
200.0,195.9
200.0,195.9
200.0,195.9
175.0,196.2
162.0,192.7
200.0,192.7
195.0,192.2
200.0,192.2
200.0,192.2
98.5,182.05
200.0,182.05
115.0,173.55
200.0,173.55
200.0,176.05
200.0,179.85000000000002
200.0,179.85000000000002
200.0,180.35000000000002
200.0,180.35000000000002
200.0,180.35000000000002
140.0,184.5
200.0,184.5
200.0,193.0
200.0,193.0
200.0,193.0
157.0,188.7
200.0,188.7
172.0,185.9
185.5,184.45
200.0,184.45
200.0,190.45
170.5,187.5
195.0,187.0
200.0,187.0
200.0,187.0
200.0,191.3
200.0,191.3
200.0,194.1
200.0,195.55
188.5,194.39999999999998
94.5,183.85000000000002
160.0,182.8
154.5,178.75
200.0,178.75
200.0,178.75
200.0,178.75
200.0,178.75
194.5,178.2
199.5,178.14999999999998
200.0,179.3
200.0,189.85
200.0,193.85
200.0,198.4
200.0,198.4
200.0,198.4
200.0,198.4
200.0,198.4
200.0,198.95
200.0,199.0
193.0,198.3
200.0,198.3
200.0,198.3
200.0,198.3
200.0,198.3
200.0,198.3
200.0,198.3
162.0,194.5
192.0,193.7
200.0,193.7
200.0,194.4
200.0,194.4
200.0,194.4
200.0,194.4
200.0,194.4
198.0,194.2
200.0,194.2
136.5,191.64999999999998
200.0,192.45
159.5,188.39999999999998
200.0,188.39999999999998
195.0,187.89999999999998
156.0,183.5
200.0,183.5
200.0,183.5
184.0,182.1
200.0,182.1
200.0,188.45
200.0,188.45
200.0,192.5
164.0,188.9
200.0,189.4
200.0,193.8
200.0,193.8
159.0,189.7
183.5,189.65
194.0,189.05
200.0,189.05
200.0,189.05
161.5,185.2
187.0,187.5
200.0,187.5
176.5,185.15
191.5,184.3
182.5,186.65
191.5,187.45
115.0,179.55
180.0,177.55
143.5,171.9
154.5,171.2
198.5,172.35
193.5,171.7
176.0,171.64999999999998
192.0,171.7
200.0,173.45
192.0,173.5
200.0,182.0
165.5,180.55
196.0,185.8
153.5,185.7
173.0,183.14999999999998
167.5,180.55
195.0,182.45
200.0,183.25
200.0,183.25
195.5,183.6
168.0,180.4
200.0,183.85000000000002
176.0,181.85
200.0,186.5
200.0,189.2
184.5,190.89999999999998
189.0,190.3
200.0,190.3
197.0,190.0
162.0,186.64999999999998
185.5,188.4
188.0,187.2
173.5,186.95
199.5,186.9
200.0,186.9
199.5,188.4
200.0,189.5
200.0,189.5
200.0,189.8
200.0,193.6
192.0,194.25
196.5,195.1
188.0,196.55
200.0,196.6
200.0,196.6
200.0,196.64999999999998
200.0,196.64999999999998
200.0,196.64999999999998
200.0,196.64999999999998
171.5,193.8
200.0,194.6
200.0,194.95
200.0,196.15
199.5,196.10000000000002
174.0,193.5
200.0,193.5
194.0,192.9
191.0,192.0
200.0,192.0
200.0,194.85
164.0,191.25
184.5,189.7
200.0,189.7
151.5,184.89999999999998
175.0,185.0
200.0,185.0
182.5,183.85
200.0,184.75
200.0,184.75
200.0,184.75
200.0,188.35
195.5,189.45
200.0,189.45
190.5,193.35
200.0,195.85
200.0,195.85
200.0,197.6
190.0,196.6
195.5,196.14999999999998
200.0,196.14999999999998
200.0,196.14999999999998
200.0,196.6
200.0,196.6
200.0,197.55
180.0,195.55
184.0,193.95
200.0,193.95
200.0,194.95
200.0,195.4
200.0,195.4
200.0,195.4
198.0,195.2
200.0,195.2
199.5,195.14999999999998
200.0,197.14999999999998
200.0,198.75
200.0,198.75
170.0,195.75
200.0,195.75
200.0,195.75
190.5,194.8
200.0,195.0
200.0,195.0
200.0,195.05
200.0,195.05
200.0,195.05
200.0,195.05
200.0,198.05
200.0,198.05
200.0,198.05
179.5,196.95
200.0,196.95
200.0,196.95
183.5,195.3
200.0,195.3
200.0,195.3
200.0,195.3
200.0,195.3
173.5,192.64999999999998
200.0,192.64999999999998
200.0,194.7
200.0,194.7
189.0,193.6
200.0,195.25
200.0,195.25
200.0,195.25
200.0,195.25
200.0,195.25
200.0,197.9
192.0,197.10000000000002
200.0,197.10000000000002
200.0,197.10000000000002
200.0,198.2
140.5,192.25
200.0,192.25
186.5,190.89999999999998
200.0,190.89999999999998
200.0,190.89999999999998
200.0,190.89999999999998
200.0,191.7
200.0,191.7
200.0,191.7
200.0,191.7
200.0,197.65
135.0,191.15
200.0,192.5
200.0,192.5
200.0,192.5
200.0,192.5
200.0,192.5
140.0,186.5
200.0,186.5
199.0,186.4
200.0,186.4
143.0,187.2
200.0,187.2
200.0,187.2
200.0,187.2
169.5,184.15
200.0,184.15
200.0,190.15
200.0,190.15
200.0,190.25
200.0,190.25
200.0,195.95
200.0,195.95
200.0,195.95
200.0,195.95
200.0,199.0
173.5,196.35
183.0,194.64999999999998
200.0,194.64999999999998
189.5,193.6
200.0,193.6
176.0,191.2
187.5,189.95
198.0,189.75
200.0,189.75
200.0,189.75
200.0,192.39999999999998
200.0,194.1
200.0,194.1
200.0,195.14999999999998
176.5,192.8
200.0,195.2
200.0,196.45
200.0,196.65
183.5,195.0
196.5,194.65
200.0,194.65
200.0,194.65
200.0,194.65
200.0,194.65
200.0,197.0
190.5,196.05
200.0,196.05
200.0,196.05
200.0,197.7
200.0,198.05
200.0,198.05
200.0,198.05
200.0,198.05
200.0,198.05
200.0,198.05
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
198.0,198.8
200.0,198.8
185.0,197.3
179.5,195.25
200.0,195.25
200.0,195.25
198.5,195.1
200.0,195.1
172.5,192.35
200.0,192.35
197.5,192.3
200.0,192.3
200.0,193.8
200.0,195.85
200.0,195.85
200.0,195.85
200.0,196.0
200.0,196.0
200.0,198.75
200.0,198.75
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
140.0,193.0
200.0,193.0
200.0,193.0
200.0,193.0
200.0,193.0
200.0,193.0
200.0,193.0
200.0,193.0
200.0,193.0
200.0,193.0
111.0,190.1
200.0,190.1
200.0,190.1
200.0,190.1
172.5,187.35
200.0,187.35
200.0,187.35
164.5,183.8
200.0,183.8
138.5,177.65
200.0,186.55
200.0,186.55
200.0,186.55
145.5,181.1
200.0,183.85
200.0,183.85
200.0,183.85
200.0,187.39999999999998
200.0,187.39999999999998
200.0,193.55
200.0,193.55
200.0,193.55
200.0,193.55
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
194.0,198.4
200.0,198.4
195.0,197.9
177.0,195.60000000000002
200.0,195.60000000000002
200.0,195.60000000000002
200.0,195.60000000000002
200.0,195.60000000000002
181.0,193.7
178.0,191.5
200.0,192.1
181.0,190.2
200.0,190.7
200.0,193.0
166.5,189.65
179.0,187.55
198.5,187.4
185.5,185.95
180.0,185.85000000000002
200.0,188.05
181.0,186.15
200.0,188.05
200.0,188.05
195.5,187.60000000000002
200.0,190.95
200.0,193.05
176.5,190.85000000000002
129.5,185.25
196.5,186.9
172.5,184.15
200.0,186.05
200.0,186.05
200.0,186.05
200.0,186.5
187.0,185.2
200.0,185.2
200.0,187.55
200.0,194.6
200.0,194.95
200.0,197.7
192.0,196.9
200.0,196.9
200.0,196.9
200.0,196.9
200.0,198.2
181.0,196.3
200.0,196.3
200.0,196.3
200.0,196.3
200.0,196.3
183.5,195.45
198.5,195.3
200.0,195.3
170.0,192.3
200.0,192.3
200.0,194.2
198.0,194.0
142.0,188.2
200.0,188.2
171.0,185.3
191.5,186.1
200.0,186.25
194.0,185.64999999999998
200.0,188.64999999999998
200.0,188.64999999999998
200.0,188.64999999999998
200.0,188.85
177.5,192.39999999999998
200.0,192.39999999999998
200.0,195.3
200.0,196.15
160.5,192.2
200.0,192.8
200.0,192.8
200.0,192.8
200.0,192.8
200.0,192.8
200.0,195.05
200.0,195.05
200.0,195.05
200.0,195.05
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
162.0,195.2
200.0,195.2
161.5,191.35000000000002
200.0,191.35000000000002
200.0,191.35000000000002
200.0,191.35000000000002
200.0,191.35000000000002
200.0,191.35000000000002
200.0,191.35000000000002
200.0,191.35000000000002
200.0,195.15
193.5,194.5
169.0,195.25
200.0,195.25
200.0,195.25
200.0,195.25
200.0,195.25
200.0,195.25
200.0,195.25
200.0,195.25
200.0,195.25
200.0,195.9
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
119.0,190.9
200.0,190.9
200.0,190.9
200.0,190.9
200.0,190.9
200.0,190.9
200.0,190.9
185.5,189.45
187.0,188.15
200.0,188.15
200.0,196.25
200.0,196.25
200.0,196.25
200.0,196.25
200.0,196.25
200.0,196.25
200.0,196.25
200.0,197.7
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
182.5,197.25
200.0,197.25
200.0,197.25
200.0,197.25
200.0,197.25
200.0,197.25
200.0,197.25
200.0,197.25
200.0,197.25
200.0,197.25
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
181.0,197.1
200.0,197.1
200.0,197.1
200.0,197.1
200.0,197.1
200.0,197.1
200.0,197.1
200.0,197.1
200.0,197.1
200.0,197.1
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
193.0,198.3
200.0,198.3
167.5,195.05
200.0,195.05
200.0,195.05
200.0,195.05
200.0,195.05
200.0,195.05
200.0,195.05
200.0,195.05
200.0,195.75
200.0,195.75
194.5,198.45
200.0,198.45
200.0,198.45
200.0,198.45
200.0,198.45
200.0,198.45
200.0,198.45
188.0,197.25
200.0,197.25
200.0,197.25
200.0,197.8
195.0,197.3
200.0,197.3
200.0,197.3
200.0,197.3
200.0,197.3
200.0,197.3
200.0,198.5
200.0,198.5
200.0,198.5
154.5,193.95
200.0,194.45
200.0,194.45
200.0,194.45
200.0,194.45
200.0,194.45
200.0,194.45
200.0,194.45
200.0,194.45
200.0,194.45
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
190.5,198.05
177.5,195.8
200.0,195.8
199.0,195.7
200.0,195.7
200.0,195.7
200.0,195.7
200.0,195.7
200.0,195.7
152.5,190.95
200.0,191.9
200.0,194.15
200.0,194.15
200.0,194.25
200.0,194.25
200.0,194.25
181.5,192.4
200.0,192.4
200.0,192.4
200.0,197.15
194.5,196.60000000000002
200.0,196.60000000000002
200.0,196.60000000000002
200.0,196.60000000000002
200.0,196.60000000000002
197.5,196.35000000000002
200.0,198.2
181.0,196.3
200.0,196.3
184.5,194.75
144.0,189.7
200.0,189.7
195.0,189.2
200.0,189.2
200.0,189.2
139.0,183.35
200.0,183.35
200.0,185.25
192.5,184.5
200.0,186.05
200.0,191.65
200.0,191.65
200.0,192.15
200.0,192.15
200.0,192.15
145.5,192.8
200.0,192.8
200.0,192.8
200.0,193.55
200.0,193.55
200.0,193.55
200.0,193.55
200.0,193.55
200.0,193.55
200.0,193.55
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
200.0,199.0
189.5,197.95
200.0,197.95
200.0,197.95
193.0,197.25
200.0,197.25
194.5,196.7
178.5,194.55
160.5,190.6
186.5,189.25
200.0,189.25
195.5,189.85
183.5,188.2
198.0,188.0
181.5,186.85
200.0,186.85
195.5,186.95
122.5,181.35000000000002
200.0,185.3
186.0,185.25
200.0,185.25
200.0,185.7
200.0,187.35000000000002
200.0,187.55
194.5,188.85
176.0,186.45
200.0,186.89999999999998
122.5,186.89999999999998
200.0,186.89999999999998
200.0,188.3
200.0,188.3
200.0,188.3
195.5,187.85
183.0,186.14999999999998
200.0,186.7
200.0,189.1
200.0,189.1
